"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Resource-Shared Crypto-Coprocessor of AES Enc/Dec With SHA-3","D. -e. -S. Kundi; A. Khalid; A. Aziz; C. Wang; M. O’Neill; W. Liu","College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Centre for Secure Information Technologies (CSIT), Queen’s University Belfast, Belfast, U.K; National University of Sciences and Technology (NUST), Karachi, Pakistan; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Centre for Secure Information Technologies (CSIT), Queen’s University Belfast, Belfast, U.K; College of Electronic and Information Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China",IEEE Transactions on Circuits and Systems I: Regular Papers,"1 Dec 2020","2020","67","12","4869","4882","Cryptographic co-processors are integral to the modern System-on-Chips. Flexibility in such designs serves dual purpose, i.e., it enables acceleration of different essential cryptographic primitives (Encryption/Authentication/Pseudo Random Number Generation (PRNG)) and also results in design compaction via resource sharing. In this context, a novel resource-shared crypto-coprocessor, named AE$HA-3 is presented, which combines two National Institute of Standards and Technology (NIST) standardized algorithms, i.e., Advance Encryption Standard (AES) and Secure Hash Algorithm-3 (SHA-3). Due to algorithmic dissimilarities, so far no resource-shared implementation enabling AES key scheduling/ enc/dec and SHA-3 has been presented. AE$HA-3 exploits resource-sharing for area reduction, i.e., integration of Look-Up-Tables (I-Tables) for AES enc/dec; logical optimization of Six Input Equation (SixIE) for SHA-3; a Unified XOR Section to carry out both key whitening in AES and SHA-3 transformations. Furthermore, the AES key scheduling was performed using the same resource-shared hardware. The proposed AE$HA-3 on Xilinx Virtex FPGA family results in highest hardware efficiency in terms of Throughput per Slice (TPS), along with a 49.37% area consumption reduction, when compared against the smallest stand-alone implementations presented to date.","1558-0806","","10.1109/TCSI.2020.2997916","National Natural Science Foundation of China(grant numbers:61871216,61771239); Fundamental Research Funds for the Central Universities China(grant numbers:NE2019102,NG2020001); Six Talent Peaks Project in Jiangsu Province(grant numbers:2018-XYDXX-009); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9107413","Advance encryption standard (AES);cryptography;embedded system;secure hash algorithm-3 (SHA-3);cryptographic accelerator","Encryption;Hardware;NIST;Field programmable gate arrays","","33","","54","IEEE","3 Jun 2020","Dec. 2020","","IEEE","IEEE Journals"
"PQPU: A 4.4-μJ/Op 69.4-kOPS Agile Post-Quantum Crypto-Processor Across Multiple Mathematical Problems","Y. Zhu; W. Zhu; Y. Ouyang; J. Sun; Q. Zhao; M. Zhu; J. Yang; C. Chen; Q. Tao; H. Wang; G. Yang; S. Wei; A. Zhang; L. Liu","School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; Wuxi Micro Innovation Integrated Circuit Design Company Ltd., Wuxi, China; Wuxi Institute of Applied Technology, Tsinghua University, Wuxi, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China; School of Integrated Circuits, Beijing National Research Center for Information Science and Technology, and Beijing Innovation Center for Future Chip, Tsinghua University, Beijing, China",IEEE Journal of Solid-State Circuits,"29 May 2025","2025","60","6","2261","2275","Post-quantum cryptography (PQC) is currently being standardized to replace the existing public-key cryptography for data security in the era of quantum computing. PQC algorithms exhibit considerable diversity in their underlying mathematical problems, storage requirements, and computational patterns, thus complicating unified PQC architecture design. To address this issue, a unified PQC domain-specific accelerator (DSA), post-quantum processing unit (PQPU), is proposed to address the trade-off between performance and flexibility at the algorithm, architecture, and circuit levels. First, a task-clustering-based framework is proposed to enable task-level parallel execution by utilizing the inherent parallelism and common functions across different PQC algorithms. Second, a region-based dynamically updated task path (TP) is constructed to facilitate automatic task-dependency management, with agile control flow and minimized overheads. Finally, algorithm-hardware co-optimizations are proposed in each task cluster to improve throughput and energy efficiency. Fabricated in a 28-nm process, PQPU has energy efficiency and throughput of  $4.4~{\mu }$ J/Op and 69.4 kOPS. The energy-delay product (EDP) and throughput achieved are 19.3% and 44.6% compared to the state-of-the-art design, respectively. To the best of our knowledge, PQPU is the first silicon-proven PQC accelerator that supports all valid schemes in NIST PQC standardization.","1558-173X","","10.1109/JSSC.2024.3476949","National Key Research and Development Program of China(grant numbers:2023YFB4403500,2021YFB2701201); National Natural Science Foundation of China(grant numbers:62274102); China National Postdoctoral Program for Innovative Talents(grant numbers:BX20240204); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10735151","Cryptography processor;high throughput;post-quantum cryptography (PQC);reconfigurable architecture","Hardware;Throughput;NIST;Computer architecture;Standards;Parallel processing;Field programmable gate arrays;Energy efficiency;Clustering algorithms;Quantum computing","","3","","41","IEEE","25 Oct 2024","June 2025","","IEEE","IEEE Journals"
"A 334 μW 0.158 mm2 ASIC for Post-Quantum Key-Encapsulation Mechanism Saber With Low-Latency Striding Toom–Cook Multiplication","A. Ghosh; J. M. B. Mera; A. Karmakar; D. Das; S. Ghosh; I. Verbauwhede; S. Sen","School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; COSIC, Katholieke Universiteit Leuven (KU Leuven), Leuven, Belgium; IIT Kanpur, Kanpur, India; Intel Labs, Intel Corporation, Hillsboro, OR, USA; Intel Labs, Intel Corporation, Hillsboro, OR, USA; COSIC, Katholieke Universiteit Leuven (KU Leuven), Leuven, Belgium; School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA",IEEE Journal of Solid-State Circuits,"24 Jul 2023","2023","58","8","2383","2398","Lattice-based cryptography is a novel approach to public key cryptography (PKC), of which the mathematical investigation (so far) resists attacks from quantum computers. By choosing a module learning with errors (MLWE) algorithm as the next standard, the National Institute of Standards and Technology (NIST) follows this approach. The multiplication of polynomials is the central bottleneck in the computation of lattice-based cryptography. Because PKC is mostly used to establish common secret keys, the focus is on compact area, power, and energy budget and, to a lesser extent, on throughput or latency. While most other work focuses on optimizing number theoretic transform (NTT)-based multiplications, in this article, we highly optimize a Toom–Cook-based multiplier. We demonstrate that a memory-efficient striding Toom–Cook with lazy interpolation results in a highly compact, low-power implementation, which, on top, enables a very regular memory access scheme. To demonstrate the efficiency, we integrate this multiplier into a Saber post-quantum accelerator, one of the four NIST finalists. Algorithmic innovation to reduce active memory, timely clock gating, and shift-add multiplier has helped to achieve 38% less power than state-of-the-art post-quantum cryptography (PQC) core, 4 $\times $  less memory, 36.8% reduction in multiplier energy, and 118 $\times $  reduction in active power with respect to state-of-the-art Saber accelerator (not silicon verified). This accelerator consumes 0.158- $\text {mm}^{2}$  active area, which is the lowest reported to date despite the process disadvantages of the state-of-the-art designs.","1558-173X","","10.1109/JSSC.2023.3253425","National Science Foundation (NSF)(grant numbers:CNS 17-19235,CNS 19-35573); Intel Corporation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079217","Compact design;energy-efficient architecture;first accelerator;lazy interpolation;memory-efficient;post-quantum cryptography (PQC);striding Toom–Cook","Security;NIST;Cryptography;Quantum computing;Computers;Standards;Encryption","","10","","49","IEEE","23 Mar 2023","Aug. 2023","","IEEE","IEEE Journals"
"VLSI implementation of bit-parallel word-serial multiplier in GF(2/sup 233/)","Wenkai Tang; Huapeng Wu; M. Ahmadi","Infineon Technologies Austria AG, Xi'an, China; Department of ECE, University of Windsor, Windsor, ONT, Canada; Department of ECE, University of Windsor, Windsor, ONT, Canada","The 3rd International IEEE-NEWCAS Conference, 2005.","22 Aug 2005","2005","","","399","402","A bit-parallel word-serial (BPWS) finite field multiplier in GF(2/sup 233/) is proposed in this paper. The complexities are lower than or comparable to those of the previous similar proposals. A VLSI implementation of the BPWS multiplier combined with a bit-parallel squarer is also presented. The fabricated ASIC chip can be used as the finite field arithmetic module on an elliptic curve technique based cryptographic accelerator board and the proposed VLSI design could also be utilized as a design IP core for fast implementation of a cryptographic processor or smart card.","","0-7803-8934-4","10.1109/NEWCAS.2005.1496706","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1496706","","Very large scale integration;Galois fields;Elliptic curve cryptography;Public key cryptography;Arithmetic;Smart cards;Elliptic curves;Polynomials;Application specific integrated circuits;NIST","","11","","17","IEEE","22 Aug 2005","22-22 June 2005","22-22 June 2005","IEEE","IEEE Conferences"
"Transparent multi-core cryptographic support on Niagara CMT Processors","J. Hughes; G. Morton; J. Pechanec; C. Schuba; L. Spracklen; B. Yenduri","Sun Microsystems, Inc., Menlo Park, CA, USA; Sun Microsystems, Inc., Menlo Park, CA, USA; Sun Microsystems, Inc., Menlo Park, CA, USA; Sun Microsystems, Inc., Menlo Park, CA, USA; Sun Microsystems, Inc., Menlo Park, CA, USA; Sun Microsystems, Inc., Menlo Park, CA, USA",2009 ICSE Workshop on Multicore Software Engineering,"12 Jun 2009","2009","","","81","88","How cryptographic functionality has been implemented and made available in application scenarios has evolved over time. Pure software implementations were the obvious first choice, followed by dedicated hardware devices, be it co-processors or hardware accelerators accessible on the main bus. This paper examines aspects of making the next step in this evolution work, namely the use of dedicated cryptographic hardware that's part of multi-core system CPUs. While the inclusion of cryptographic accelerator functionality in the processor chip is not new, this paper investigates the question of how to transparently combine such multi-core cryptographic processor support with higher level software stacks in a commodity operating system that also needs to perform well if such hardware support is not present. We explore this question in the context of the Ultra-SPARC T1 and T2 processor family, chip multi-threaded (CMT) processors that have hardware cryptographic accelerators integrated on-chip with 8-core support for symmetric and asymmetric cryptographic and secure hash operations. The paper presents how a software infrastructure, the Solaris Cryptographic Framework, transparently takes advantage of these chip features and presents a brief comparative study of their performance.","","978-1-4244-3718-4","10.1109/IWMSE.2009.5071387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071387","","Cryptography;Hardware;Kernel;Application software;Software performance;Sun;Coprocessors;Communication industry;Government;Conferences","","1","2","10","IEEE","12 Jun 2009","18-18 May 2009","18-18 May 2009","IEEE","IEEE Conferences"
"Interconnect Physical Analyser (IPAA) applied to the design of scalable Network-on-Chip interconnect for Cryptographic accelerators","T. English; E. Popovici","Department of Electrical and Electronic Engineering, University College Cork, Ireland; Department of Electrical and Electronic Engineering, University College Cork, Ireland",Proceedings of the Fifth ACM/IEEE International Symposium,"11 Jul 2011","2011","","","225","232","This paper introduces Interconnect Physical Analyser (IPAA) - a tool for the analysis and optimisation of SoC/NoC toplevel interconnect. IPAA extracts information from the IC router and power analysis tool after implementation. Combining information from both sources, the tool performs a wirelength-driven power analysis of toplevel interconnect in the design. A range of statistics for toplevel interconnect is reported and a set of plots is produced. Multiple designs can be analysed simultaneously, enabling comparison and optimisation. The tool is applied to the design of scalable, efficient bus-replacement Network-on-Chip interconnect for Public Key Cryptographic accelerators. IPAA analyses the physical effects of scaling the cryptographic accelerator's floorplan, the number of cores and the cryptographic wordlength. The tool's plots and reports highlight the efficiency and scalability of the bus replacement Network-on-Chip and help guide the optimisation of the design.","","978-1-4503-0720-8","10.1145/1999946.1999982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5948568","Interconnect;Physical Design;Networks-on-Chip","Switches;Wires;Integrated circuit interconnections;Scalability;Public key cryptography;Histograms","","","","12","","11 Jul 2011","1-4 May 2011","1-4 May 2011","IEEE","IEEE Conferences"
"Secure extensions of FPGA soft core processors for symmetric key cryptography","L. Gaspar; V. Fischer; L. Bossuet; R. Fouquet","Laboratoire Hubert Curien, UMR 5516, CNRS, Université de Lyon, Saint-Etienne, France; Laboratoire Hubert Curien, UMR 5516, CNRS, Université de Lyon, Saint-Etienne, France; Laboratoire Hubert Curien, UMR 5516, CNRS, Université de Lyon, Saint-Etienne, France; Laboratoire Hubert Curien, UMR 5516, CNRS, Université de Lyon, Saint-Etienne, France",6th International Workshop on Reconfigurable Communication-Centric Systems-on-Chip (ReCoSoC),"11 Aug 2011","2011","","","1","8","When used in cryptographic applications, general-purpose processors are often completed by a cryptographic accelerator - crypto-coprocessor. Secret keys are usually stored in the internal registers of the processor, and are vulnerable to attacks on protocols, software/firmware or cache memory. The paper presents three ways of extending soft general purpose processors for cryptographic applications. The proposed extension is aimed at symmetric key cryptography and it guarantees secure key management. Three security zones are created and physically separated in each of three configurations: processor, cipher and key storage zones. In the three zones, the secret keys are manipulated in a different manner - in clear or enciphered, as common data or keys. The security zones are separated on the protocol, system, architectural and physical levels. The proposed principle is validated on Altera NIOS II, Xilinx MicroBlaze and Actel Cortex M1 soft core processor extensions. The NIOS II processor needs fewer clock cycles per data block encryption, because the security module is included in the processor's data path. The data path of the MicroBlaze is unchanged and thus shorter, but additional clock cycles are necessary for data transfers between the processor and the security module. The Cortex M1 processor is connected via AHB bus and the cryptographic extension is accessed as an ordinary peripheral - a coprocessor. Although the interfacing is different, the three processors with their extensions attain the required high security level.","","978-1-4577-0642-4","10.1109/ReCoSoC.2011.5981500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5981500","Hardware security;Crypto-processor;FPGA softcore;NIOS II;MicroBlaze;Cortex M1","Program processors;Registers;Encryption;Protocols;Authentication","","2","","13","IEEE","11 Aug 2011","20-22 June 2011","20-22 June 2011","IEEE","IEEE Conferences"
"A Refresh-Free Near-eDRAM AES Accelerator for Secure Underwater Communications","H. Shin; Y. Lee; J. Kung","School of Electrical Engineering, Korea University, Seoul, Republic of Korea; School of Electrical Engineering, Korea University, Seoul, Republic of Korea; School of Electrical Engineering, Korea University, Seoul, Republic of Korea",2024 15th International Conference on Information and Communication Technology Convergence (ICTC),"14 Jan 2025","2024","","","355","357","Underwater vehicles or drones need to encrypt and transmit data to protect the information from external attacks. However, these electronic devices in underwater vehicles operate under limited energy. Therefore, a low-energy cryptographic accelerator is needed so that it can operate for a longer period on a single energy charge. In this paper, we present a compact and energy-efficient eDRAM-based AES encryption engine, named SwiftGuard, exploiting the nature of frequent state updates of the AES algorithm and the benefit of dual-port eDRAM design. By updating the data block within the data retention time of designed eDRAM bitcells, SwiftGuard removes expensive memory refresh operations during AES computations. In addition, the AES latency is greatly reduced by leveraging simultaneous read and write operations of the dual-port eDRAM design. Last but not least, it improves the area efficiency by sharing an on-the-fly key expansion module and using logic-based S-boxes. As a result, SwiftGuard occupies 38 % less area and achieves 54 % (or 42 %) higher performance (or energy efficiency) compared to the state-of-the-art SRAM-based AES accelerator.","2162-1241","979-8-3503-6463-7","10.1109/ICTC62082.2024.10827451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10827451","AES hardware;embedded DRAM;processing-in-memory","Underwater communication;Energy consumption;Random access memory;Energy efficiency;Encryption;System-on-chip;Information and communication technology;Underwater vehicles;Engines;Hardware acceleration","","1","","9","IEEE","14 Jan 2025","16-18 Oct. 2024","16-18 Oct. 2024","IEEE","IEEE Conferences"
"A performance comparison study of ECC and AES in commercial and research sensor nodes","A. de la Piedra; A. Braeken; A. Touhafi","Department of Electronics and Informatics (ETRO), Faculty of Engineering Sciences, Vrije Universiteit Brussel, Brussels, Belgium; Department of Electronics and Informatics (ETRO), Faculty of Engineering Sciences, Vrije Universiteit Brussel, Brussels, Belgium; Vrije Universiteit Brussel, Brussel, Brussel, BE",Eurocon 2013,"10 Oct 2013","2013","","","347","354","In the last years, a number of research sensor nodes based on the combination of low-power microcontrollers and FPGAs have been proposed. In these platforms, the FPGAs serve as accelerators of complex algorithms, making it possible to process a vast amount of sensing data in real time. In medical applications that rely on sensors, both privacy and security are of utmost importance. However, the execution of cryptographic primitives on nodes solely based upon microcontrollers clocked at a low frequency can affect the overall power consumption of the platform. In this manuscript, we present the design of a cryptographic accelerator based on FPGA and aimed to be coupled to a microcontroller. It provides the most secure implementation of the IEEE 802.15.4 security suite together with an Elliptic Curve Cryptography (ECC) engine to perform key establishment. Furthermore, we provide a comparison on performance and energy consumption of cryptographic primitives in commercial nodes and in the proposed design. Our results suggest that the controlled execution of cryptographic algorithms on FPGAs clocked at a low frequency improves the performance and energy consumption of the state-of-the-art implementations based on the MICA and Tmote nodes. However, our results also reflect two inherent limitations of this type of design: the very nature of the bus logic can undermine the expected improvement on performance as well as the communication link between the microcontroller and the FPGA can make the platform vulnerable to physical attacks.","","978-1-4673-2232-4","10.1109/EUROCON.2013.6625007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6625007","Wireless Sensor Networks;FPGA;802.15.4","Field programmable gate arrays;Digital signal processing;Elliptic curve cryptography;Encryption;IEEE 802.15 Standards","","13","","38","IEEE","10 Oct 2013","1-4 July 2013","1-4 July 2013","IEEE","IEEE Conferences"
"Securing Web servers against insider attack","S. Jiang; S. Smith; K. Minami","Department of Computer Science, Dartmouth College, Institute of Security, Technology Studies, USA; Department of Computer Science, Dartmouth College, Institute of Security, Technology Studies, USA; Department of Computer Science, Dartmouth College, Institute of Security, Technology Studies, USA",Seventeenth Annual Computer Security Applications Conference,"7 Aug 2002","2001","","","265","276","Too often, ""security of Web transactions"" reduces to ""encryption of the channel"" - and neglects to address what happens at the server on the other end. This oversight forces clients to trust the good intentions and competence of the server operator - but gives clients no basis for that trust. In this paper, we apply secure coprocessing and cryptography to solve this real problem in Web technology. We present a vision: using secure coprocessors to establish trusted coservers at Web servers and moving sensitive computations inside these co-servers; we present a prototype implementation of this vision that scales to realistic workloads; and we validate this approach by building a simple E-voting application on top of our prototype. By showing the real potential of COTS secure coprocessing technology to establish trusted islands of computation in hostile environments - such as at Web servers with risk of insider attack - this work also helps demonstrate that ""secure hardware"" can be more than a synonym for ""cryptographic accelerator"".","","0-7695-1405-7","10.1109/ACSAC.2001.991542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=991542","","Web server;Coprocessors;Cryptography;Prototypes;Authentication;Public key;Computer science;Computer security;Educational institutions;Electronic switching systems","","25","11","21","IEEE","7 Aug 2002","10-14 Dec. 2001","10-14 Dec. 2001","IEEE","IEEE Conferences"
"Are Cloud FPGAs Really Vulnerable to Power Analysis Attacks?","O. Glamočanin; L. Coulon; F. Regazzoni; M. Stojilović","École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; ALaRI, Università della Svizzera italiana, Lugano, Switzerland; École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland","2020 Design, Automation & Test in Europe Conference & Exhibition (DATE)","15 Jun 2020","2020","","","1007","1010","Recent works have demonstrated the possibility of extracting secrets from a cryptographic core running on an FPGA by means of remote power analysis attacks. To mount these attacks, an adversary implements a voltage fluctuation sensor in the FPGA logic, records the power consumption of the target cryptographic core, and recovers the secret key by running a power analysis attack on the recorded traces. Despite showing that the power analysis could also be performed without physical access to the cryptographic core, these works were mostly carried out on dedicated FPGA boards in a controlled environment, leaving open the question about the possibility to successfully mount these attacks on a real system deployed in the cloud. In this paper, we demonstrate, for the first time, a successful key recovery attack on an AES cryptographic accelerator running on an Amazon EC2 F1 instance. We collect the power traces using a delay-line based voltage drop sensor, adapted to the Xilinx Virtex Ultrascale+ architecture used on Amazon EC2 F1, where CARRY8 blocks do not have a monotonic delay increase at their outputs. Our results demonstrate that security concerns raised by multitenant FPGAs are indeed valid and that countermeasures should be put in place to mitigate them.","1558-1101","978-3-9819263-4-7","10.23919/DATE48585.2020.9116481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9116481","FPGA Security;Multitenancy;Power Analysis Attacks","Field programmable gate arrays;Clocks;Delays;Voltage measurement;Delay lines;Cloud computing;Cryptography","","68","","13","","15 Jun 2020","9-13 March 2020","9-13 March 2020","IEEE","IEEE Conferences"
"SIKE on GPU: Accelerating Supersingular Isogeny-Based Key Encapsulation Mechanism on Graphic Processing Units","S. C. Seo","Department of Financial Information Security, Kookmin University, Seoul, South Korea",IEEE Access,"27 Aug 2021","2021","9","","116731","116744","Since the introduction of the Supersingular isogeny Diffie–Hellman (SIDH) key exchange protocol by Jao and de Feo in 2011, it and its variation (SIKE) have gained significant attention as a promising candidate for post-quantum cryptography (PQC). Until now, even though several implementations of the state-of-the-art SIKE mechanism were presented on CPUs and embedded MCUs, there was no consideration of implementing SIKE on parallel graphic processing units (GPUs). With the advent of the IoT era, a number of IT devices will communicate with application servers. Thus, developing efficient instance of SIKE on server sides is also important. GPUs have been considered as a promising candidate for a cryptographic accelerator. In this paper, we present an efficient implementation of Supersingular Isogeny Key Encapsulation (SIKE) mechanism on GPUs. Even though SIKE has fascinating advantages of much smaller key and ciphertext sizes compared with other NIST PQC candidates, its computational overhead is extremely high. Until now, a large amount of research has been conducted for enhancing the performance of SIKE with respect to software on typical CPU and embedded MCUs and hardware optimization on ASIC and FPGA. However, generic software optimization utilizing GPUs has not been considered yet. We target the GPU implementation of SIKEp503 security parameters which provides the security level 2 (At least as difficult to break as SHA256). For efficiency, we optimize the underlying field arithmetic, especially field multiplication and reduction over  $p503=2^{250}3^{159}-1$  and take full advantage of the properties of GPU architecture including memory hierarchy. The proposed GPU software based on RTX2080Ti provides around 36376.61 KeyGens/s, 25603.72 Encaps/s, and 22211.61 Decaps/s. These are about 140.64, 157.66, and 146.81 times of improvements to the SIKE CPU Software on Intel i9-10900K CPU, respectively. As far as we know, this is the first efficient implementation of SIKE software on GPU side.","2169-3536","","10.1109/ACCESS.2021.3106551","Institute of Information communications Technology Planning Evaluation (IITP) grant funded by the Korea government(MSIT) (No.A2021-0270, 6G autonomous security internalization-based technology research to ensure security quality at all times, 50%); National Research Foundation of Korea (NRF) grant funded by the Korea government(MSIT) (No.2019R1F1A1058494, 50%); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9519633","Graphic processing units (GPU);supersingular isogeny;SIKE;efficient implementation;post quantum cryptography;parallel processing;cloud computing","Software;Graphics processing units;Security;NIST;Optimization;Cryptography;Central Processing Unit","","9","","22","CCBY","20 Aug 2021","2021","","IEEE","IEEE Journals"
"Low power application specific processor for ISM band transceiver","T. Conway; R. Conway; K. Mulvaney; S. O. Mahony; C. Billon; M. K. Khan; H. Shanan; P. Quinlan","ECE Department, University of Limerick, Limerick, Ireland; ECE Department, University of Limerick, Limerick, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland; Cork Airport Business Park, Analog Devices, Inc., Cork, Ireland",IET Irish Signals and Systems Conference (ISSC 2010),"18 Nov 2010","2010","","","272","277","A low power integrated transceiver incorporating a full Industrial Scientific Medical (ISM) band low IF transmitter and receiver with an application specific RISC processor design is described. The RISC processor contains hardware acceleration blocks, including parallel-to-serial, timers, 8B10B endec and an AES cryptographic accelerator. Application specific microcode allows the device to be tailored for different applications through a single custom mask. The design is fabricated on 0.18um CMOS. Measurements and results from prototype silicon are presented.","","978-1-84919-252-1","10.1049/cp.2010.0525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5638407","ISM Band Transceiver;Application Specific Processor;RF ASIC","","","","","","","18 Nov 2010","23-24 June 2010","23-24 June 2010","IET","IET Conferences"
"High-Performance Symmetric Block Ciphers on CUDA","N. Nishikawa; K. Iwai; T. Kurokawa","Department of Computer Science, National Defense Academy of Japan, Kanagawa, Japan; Department of Computer Science, National Defense Academy of Japan, Kanagawa, Japan; Department of Computer Science, National Defense Academy of Japan, Kanagawa, Japan",2011 Second International Conference on Networking and Computing,"16 Jan 2012","2011","","","221","227","From almost all research fields, GPU has been noticed as hardware with high cost-performance. Consequently, implementation of cryptographic modules on GPU is also becoming popular. It has become increasingly clear that GPGPU implemented encryption speed is beyond that of FPGA implementation, for which speeding up depends heavily on programmers'tuning techniques. To date, we have also evaluated its effectiveness aimed at AES. In this paper, we targeted AES, Camellia, CIPHER UNICORN-A, and Hierocrypt-3 from an e-Government Recommended Ciphers List by Cryptography Research and Evaluation Committees (CRYPTREC) in Japan as encryption implementation on CUDA, based on two previously reported insights. According to the evaluation result, the throughput of implementation of Camellia on Tesla C2050 achieved 50.6 Gbps. In contrast, throughput without data transfer and with overlapping encryption on GPU and the data copy was 27.5 Gbps. Moreover, using Tesla C2050, small 4 MB file size achieved near maximum throughput, which indicates that Fermi architecture is more suitable for practical use as a cryptographic accelerator than conventional GT200 architecture is. Furthermore, the tendencies of the performance increase for each GPU showed similar results, irrespective of the type of cipher algorithm used. The fact might allow performance prediction modeling to become straightforward.","","978-1-4577-1796-3","10.1109/ICNC.2011.40","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6131810","GPGPU;Symmetric Block Cipher;Acceleration","Graphics processing unit;Instruction sets;Encryption;Throughput;Computer architecture;Registers","","21","","16","IEEE","16 Jan 2012","30 Nov.-2 Dec. 2011","30 Nov.-2 Dec. 2011","IEEE","IEEE Conferences"
