"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cryptographically Secure Random Number Generator Utilizing Environmental Radiation","T. H. Teo; M. Xiang; Q. Lin; Y. K. Zhang; P. Ziyue; N. A. H. Wesley; K. K. Htet; C. K. Subong; S. H. Lam","Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore; Engineering Product Development, Singapore University of Technology and Design, Singapore",TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),"18 Feb 2026","2025","","","647","650","This paper proposes a cost-effective Cryptographically Secure Random Number Generator (CSRNG) utilizing a Field-Programmable Gate Array (FPGA) integrated with a Geiger counter. The front end of this system is designed to capture ambient radioactivity through a Geiger counter system that emits pulses in response to such environmental stimuli. To complement this setup, a neoTRNG-based ring oscillator RNG is incorporated to enhance the randomness of the generated numbers. By combining these elements, the CSRNG can achieve a high level of unpredictability crucial for cryptographic applications. Moving to the system's backend, utilizing the BLAKE2s hash function is pivotal in counteracting any potential biases introduced by the frontend components. This hashing function ensures that the output random numbers remain robust and secure, free from discernible patterns or vulnerabilities. In essence, the methodology outlined in this paper offers a comprehensive guide to conceptualizing and implementing a cost-effective CSRNG. The challenges inherent in generating cryptographically secure random numbers can be effectively navigated through a meticulous integration of hardware components and cryptographic techniques. This approach sheds light on the intricate processes in creating a reliable source of randomness, essential for safeguarding sensitive information in various digital systems.","2159-3450","979-8-3315-3772-2","10.1109/TENCON66050.2025.11375162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11375162","Cryptographically Secure Random Number Generator;field programmable gate array;hardware description language;pseudo random number generator","Ring oscillators;Navigation;Radiation detectors;NIST;Logic gates;Reliability engineering;Generators;Hardware;Cryptography;Field programmable gate arrays","","","","11","IEEE","18 Feb 2026","27-30 Oct. 2025","27-30 Oct. 2025","IEEE","IEEE Conferences"
"Self-Checking Hardware Design for Montgomery Exponentiation-Based Cryptography","M. A. Akbar; A. Shikfa; B. Wang; a. Amine Bermak","Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar; Department of Data and Cyber Security, College of Computing and Information Technology, University of Doha for Science and Technology, Doha, Qatar; Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar; Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar",IEEE Access,"5 Sep 2024","2024","12","","119915","119926","Montgomery exponentiation is widely used for public-key-based cryptography systems. The current state-of-the-art designs for this algorithm are well-analyzed in terms of hardware overhead but are not investigated for faults caused by physical attacks. This paper presents a self-checking hardware design for the Montgomery Multiplier (MM), which can counter multiple faults simultaneously. The proposed 64-bit self-checking MM approach with a distributed fault prognosis mechanism requires only 43.5% area and 10.9% power overhead as compared to the non-self-checking design. Moreover, a novel self-checking parity prediction approach is proposed for carry save adder, which can be used in cases where it is used alone inside a loop.","2169-3536","","10.1109/ACCESS.2024.3448313","Open Access; Qatar National Library; National Priorities Research Program (NPRP)(grant numbers:NPRP13S-0212-200345); Qatar National Research Fund (a member of Qatar Foundation); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10643524","Montgomery exponentiation;fault localization;self-checking adder;parity prediction","Hardware;Adders;Circuit faults;Computer architecture;Prediction algorithms;Logic gates;Fault diagnosis;Fault location","","","","48","CCBY","22 Aug 2024","2024","","IEEE","IEEE Journals"
"Identifying and Eliminating Side-Channel Leaks in Programmable Systems","E. De Mulder; T. Eisenbarth; P. Schaumont","Cryptography Research; Worcester Polytechnic Institute; Virginia Tech, Blacksburg, VA, USA",IEEE Design & Test,"8 Feb 2018","2018","35","1","74","89","Side-channels in ICs and systems have been shown to leak sensitive information. This paper shows the various side channels and approaches to mitigating these side channels.","2168-2364","","10.1109/MDAT.2017.2766166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8081798","Side-channel Leakage;Side-channel Analysis;Differential Power Analysis;Side-channel Countermeasures;Hiding;Masking;Threshold Implementation;Re-Keying;Side-channel Leakage Testing","Threshold current;Power system reliability;Power distribution;Side-channel attacks;Microprocessors","","7","","90","IEEE","24 Oct 2017","Feb. 2018","","IEEE","IEEE Magazines"
"Exploration of Fault Effects on Formal RISC-V Microarchitecture Models","S. Tollec; M. Asavoae; D. Couroussé; K. Heydemann; M. Jan","CEA, Université Paris-Saclay, Palaiseau, France; CEA, Université Paris-Saclay, Palaiseau, France; CEA, Univ. Grenoble Alpes, Grenoble, France; CNRS, Sorbonne Univ., Paris, France; CEA, Université Paris-Saclay, Palaiseau, France",2022 Workshop on Fault Detection and Tolerance in Cryptography (FDTC),"1 Nov 2022","2022","","","73","83","This paper introduces a formal workflow for modeling software/hardware systems in order to explore the effects of fault injections and evaluate the robustness to fault injection attacks. We illustrate this workflow on four versions of a PIN authentication code, embedding different software countermeasures. The code is symbolically evaluated on two implementations of the RISC-V CV32E40P core: the original implementation from the OpenHW group and an implementation that integrates protection of the pipeline control signals. On the original, unprotected core, our formal workflow exposes various vulnerabilities, including previously unknown ones, whereas, on the protected core, it confirms the effectiveness of the proposed countermeasures.","","978-1-6654-5442-1","10.1109/FDTC57191.2022.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9933334","Secure Embedded Systems;Fault Attack;Microarchitecture;Formal Verification","Analytical models;Microarchitecture;Codes;Prefetching;Pipelines;Authentication;Software","","10","","39","IEEE","1 Nov 2022","16-16 Sept. 2022","16-16 Sept. 2022","IEEE","IEEE Conferences"
"Multi-Tenant FPGA-based Reconfigurable Systems: Attacks and Defenses","R. Elnaggar; R. Karri; K. Chakrabarty","Department of Electrical and Computer Engineering, Duke University; Department of Electrical and Computer Engineering, New York University; Department of Electrical and Computer Engineering, Duke University","2019 Design, Automation & Test in Europe Conference & Exhibition (DATE)","16 May 2019","2019","","","7","12","Partial reconfiguration of FPGAs improves system performance, increases utilization of hardware resources, and enables run-time update of system capabilities. However, the sharing of FPGA resources among various tenants presents security risks that affect the privacy and reliability of tenant applications running in the FPGA-based system. In this study, we examine the security ramifications of co-tenancy with a focus on address-redirection and task-hiding attacks. We design a counter-measure that protects FPGA-based systems against such attacks and prove that it resists these attacks. We present simulation results and an experimental demonstration using a Xilinx FPGA board to highlight the effectiveness of the countermeasure. The proposed countermeasure incurs negligible cost in terms of the area utilization of FPGAs currently used in the cloud.","1558-1101","978-3-9819263-2-3","10.23919/DATE.2019.8714904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8714904","","Task analysis;Hardware;Field programmable gate arrays;Cryptography;Malware","","22","","31","","16 May 2019","25-29 March 2019","25-29 March 2019","IEEE","IEEE Conferences"
"Normalization and Multi-Valued Symbol Extraction From RO-PUFs for Enhanced Uniform Probability Distributions","H. Mandry; A. Herkle; S. Müelich; J. Becker; R. F. H. Fischer; M. Ortmanns","Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Communications Engineering, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany; Institute of Communications Engineering, University of Ulm, Ulm, Germany; Institute of Microelectronics, University of Ulm, Ulm, Germany",IEEE Transactions on Circuits and Systems II: Express Briefs,"25 Nov 2020","2020","67","12","3372","3376","Physical Unclonable Functions (PUFs) offer the possibility for on-chip generation of unique fingerprints for integrated circuits. Ring-oscillator (RO) PUFs are small and easy to configure on Field Programmable Gate Arrays (FPGAs) and thus received great attention over the years. In the state-of-the-art two neighboring ROs are compared and mapped to only a single bit of information. Few publications aims to extract more bits out of one PUF-cell, but struggle with non-uniform distributions. In this brief multi-valued symbol extraction is presented as a method to extract more bits of information out of each individual RO. A new post-processing approach is introduced to produce close-to-ideal uniformly distributed responses independent of the underlying physically probability distribution. To eliminate bias, caused by placement inequalities, multiple methods of normalization are utilized and analyzed by means of area and complexity. Based on metrics for symbol transmission, the Euclidean-distance and entropy are used as metrics to evaluate the uniqueness and reliability of multi-valued PUFs. This new approach allows to increase the amount of extracted information to 3 bits per RO.","1558-3791","","10.1109/TCSII.2020.2980748","German National Science Foundation DFG(grant numbers:FI 982/15-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035615","Physical unclonable function (PUF);FPGA;multi-valued PUF;ring-oscillator (RO);cryptography keys","Field programmable gate arrays;Probability density function;Frequency conversion;Complexity theory;Quantization (signal);Probability","","15","","11","CCBY","13 Mar 2020","Dec. 2020","","IEEE","IEEE Journals"
"Hardware-Efficient ECC Processor Design using Non-Homogeneous Split Hybrid Karatsuba Multiplier","P. Parate; A. Shaju; S. G. Krishna Reddy; V. D. R; M. Rao",IIIT Bangalore; IIIT Bangalore; IIIT Bangalore; IIIT Bangalore; IIIT Bangalore,2024 IEEE Computer Society Annual Symposium on VLSI (ISVLSI),"25 Sep 2024","2024","","","475","480","Elliptic Curve Cryptography(ECC) is a distinct and efficient public-key cryptography method that balances security and performance well, with shorter key lengths. A primary component of ECC is the multiplier unit which performs scalar multiplication operations. This work implements a hardware-efficient ECC design with non-homogeneous M-Term Hybrid Karatsuba multiplier structure for $\text{GF}(2^{233})$ Montgomery Point multiplication, and is further compared with the state-of-the-art (SOTA) ECC processors. The proposed design was implemented and verified on FPGA board (Zynq ZU19EG) and also synthesized using 45 nm technology library on the Cadence-Genus tool. Overall two variants of ECC designs engineered with eight individual polynomial multipliers were evaluated. The M-Term Non-Homogeneous Karatsuba Multiplier (MNHKA) and M-Term Non-Homogeneous Overlap-free Karatsuba Multiplier (MNHOKA) incorporated ECC processors exhibited the best hardware-efficient designs on FPGA and on silicon, among all the variants investigated. LUT savings of 34.74% with Figure-of-merit (FoM) enhancement of 86.70% was characterized for MNHKA designed ECC processor in FPGA over SOTA design. On silicon, MNHOKA incorporated ECC exhibited maximum footprint savings of 55.86%, and highest ADP gain of 53.93%, incurring comparable delay when compared with SOTA designs. The novel and efficient ECC accelerator designs to enhance the reliability of the hardware security units, are made freely available for further usage.","2159-3477","979-8-3503-5411-9","10.1109/ISVLSI61997.2024.00091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10682778","ECC;Karatsuba;Overlap-Free-Karatsuba;Polynomial multiplier;Crypto Processor;Hardware accelerator","Program processors;Hardware security;Very large scale integration;Elliptic curve cryptography;Reliability engineering;Silicon;Polynomials","","3","","27","IEEE","25 Sep 2024","1-3 July 2024","1-3 July 2024","IEEE","IEEE Conferences"
"Preemption-Enhanced Benchmark Suite for FPGAs","A. A. Malik; J. Buchanan; A. Aysu","North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",IEEE Access,"23 Jan 2026","2026","14","","10510","10525","Field-Programmable Gate Arrays (FPGAs) have become essential in cloud computing due to their reconfigurability, energy efficiency, and ability to accelerate domain-specific workloads. As FPGA adoption grows, research into task scheduling and preemption techniques has intensified. However, the field lacks a standardized benchmarking framework for consistent and reproducible evaluation. Many existing studies propose innovative scheduling or preemption mechanisms but often rely on proprietary or synthetic benchmarks, limiting generalizability and making comparison difficult. This methodical fragmentation hinders effective evaluation of scheduling strategies and preemption in multi-tenant FPGA environments. This paper presents the first open-source preemption-enabled benchmark suite for evaluating FPGA preemption strategies and testing new scheduling algorithms, without requiring users to create preemption workloads from scratch. The suite includes 27 diverse applications spanning cryptography, AI/ML, computation-intensive workloads, communication systems, and multimedia processing. Each benchmark integrates comprehensive context-saving and restoration mechanisms, facilitating reproducible research and consistent comparisons. Our suite not only simplifies testing FPGA scheduling policies but also benefits OS research by enabling the evaluation of scheduling fairness, resource allocation efficiency, and context-switching performance in multi-tenant FPGA systems, ultimately supporting the development of better operating systems and scheduling policies for FPGA-based environments. We also provide guidelines for adding new benchmarks, enabling future research to expand and refine FPGA preemption and scheduling evaluation.","2169-3536","","10.1109/ACCESS.2026.3655332","Office of Naval Research (ONR)(grant numbers:N00014-21-1-2809,N00014-23-1-2103); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11357898","Multi-tenant FPGAs;preemption;context save-and-restore;partial reconfiguration (PR);state-preservation;FPGA scheduling","Field programmable gate arrays;Benchmark testing;Processor scheduling;Logic;Program processors;Table lookup;Fabrics;Cryptography;Videos;Systematics","","","","53","CCBY","19 Jan 2026","2026","","IEEE","IEEE Journals"
"Merging Quantum Entropy with Classical Speed: Design and Evaluation of a Hybrid Random Number Generator for Secure Encryption","V. A. Ng; M. Haunafi; A. D. Larasathi; Y. Muliono","Computer Science Department, School of Computer Science, Cyber Security Program Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Cyber Security Program Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Cyber Security Program Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Cyber Security Program Bina Nusantara University, Jakarta, Indonesia",2025 8th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI),"20 Feb 2026","2025","","","701","706","Over the past few years, quantum computing has been evolving, raising concerns about how long our existing encryption methods will remain reliable. Given this, random number generators that are both high entropy and secure from quantum threats are needed. In this research, we present a hybrid random number generator system designed to produce quantum-resistant cryptographic keys to mitigate the risk of future quantum adversaries. This HRNG design integrates true entropy of a quantum random number generator (QRNG) and combines it with the high-speed performance of a ChaCha20-based pseudo random number generator (PRNG). This approach successfully balances the speed of classical algorithms with quantum unpredictability. When integrated with symmetric (AES, Blowfish, Triple DES, IDEA) and asymmetric (RSA, ECC) encryption algorithms, it maintained high-speed encryption performance without any difficulties from the limitations of physical QRNG. By avoiding hardware constraints and performance bottlenecks, the HRNG provides a deployable entropy solution that easily integrates into existing cryptographic systems.","2832-1456","979-8-3315-5768-3","10.1109/ISRITI68345.2025.11393201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11393201","random number generation;quantum computing;cryptography;encryption algorithms;hybrid systems;entropy source;quantum random number generator;cyber security","Seminars;Quantum computing;NIST;Throughput;Entropy;Generators;Hybrid power systems;Encryption;Reliability;Random number generation","","","","41","IEEE","20 Feb 2026","11-11 Dec. 2025","11-11 Dec. 2025","IEEE","IEEE Conferences"
"Design of an Energy-Efficient and High-Performance Test Pattern Generator","G. Nimishka; P. Sarkar; A. Beohar; D. C. Upadhyay; M. R. Tripathy; M. Suresh","School of Electrical and Electronics Engineering, VIT Bhopal University, Bhopal, India; School of Electrical and Electronics Engineering, VIT Bhopal University, Bhopal, India; School of Electrical and Electronics Engineering, VIT Bhopal University, Bhopal, India; School of Electrical and Electronics Engineering, VIT Bhopal University, Bhopal, India; School of Electronics Engineering, Kalinga Institute of Industrial Technology (KIIT) Deemed to be University, Bhubaneswar, Odisha, India; School of Electrical and Electronics Engineering, VIT Bhopal University, Bhopal, India","2025 5th IEEE International Conference on Applied Electromagnetics, Signal Processing, & Communication (AESPC)","14 Jan 2026","2025","","","1","6","An enhanced performance-based design has always gained significant importance in VLSI domain. In this work by integrating two strategically chosen LFSRs through an XOR gate, randomness has been significantly boosted and an increase in output sequence length has paved the way for stronger, more reliable cryptographic and computational systems. Through the evaluation of five polynomial combinations, an optimal pair was identified, achieving a $200 \times$ improvement in sequence length compared to a single LFSR-based PRNG. The proposed design was implemented and synthesized on FPGA chip. Key findings indicate that variable polynomials significantly enhance randomness duration, outperforming the impact of varying seed values, while reusing the same polynomial across branches does not yield optimal results. Additionally, the study highlights that increasing the number of seeds leads to higher area costs, emphasizing the balance between randomness quality and hardware efficiency.","","979-8-3315-6719-4","10.1109/AESPC67542.2025.11326873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11326873","Pseudo Random Number Generator (PRNG);Linear Feedback Shift Register (LFSR);True Random Number Generator (TRNG);Cryptographic Security;Hardware security;Basys3 FPGA;Xilinx Vivado;Bitstream optimization","Power demand;Linear feedback shift registers;Very large scale integration;Polynomials;Generators;Test pattern generators;Cryptography;Reliability;Field programmable gate arrays;Testing","","","","15","IEEE","14 Jan 2026","5-6 Dec. 2025","5-6 Dec. 2025","IEEE","IEEE Conferences"
"Data Frame Encryption and Decryption System of SM4-CBC on ZYNQ","Y. Cheng; X. Zhao; C. Yu; K. Liu; Y. Liu","School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China; Dept. of New Networks, Pengcheng Laboratory, Shenzhen, China; Dept. of New Networks, Pengcheng Laboratory, Shenzhen, China; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China",2025 IEEE 8th Information Technology and Mechatronics Engineering Conference (ITOEC),"23 Apr 2025","2025","8","","210","215","In the information age of rapid development in artificial intelligence and the Internet of Things, various devices continuously generate and exchange massive amounts of data. Behind this data explosion lies security risks. The SM4 algorithm, issued by the Chinese National Cryptography Administration, is a block encryption algorithm that can provide security for IoT-based networks. The standard SM4 algorithm has problems such as poor scalability and low implementation efficiency, and needs to be optimized for energy saving and reducing implementation area. Therefore, exploring the implementation of SM4 on hardware-constrained devices is crucial. In this work, we adopt a loop architecture and collaborative work between the processing system (PS) and programmable logic (PL) to reduce the resource usage of SM4-CBC, enhance algorithm security, and employ a ping-pong approach between two encryption modules to increase data throughput. Finally, Ethernet is the data transmission channel to achieve high-speed and reliable data communication.","2693-289X","979-8-3315-2948-2","10.1109/ITOEC63606.2025.10968248","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10968248","Ethernet;SM4-CBC;FPGA;Data encryption","Mechatronics;Scalability;Ethernet;Throughput;Encryption;Data communication;Reliability;Logic;Internet of Things;Standards","","","","10","IEEE","23 Apr 2025","14-16 March 2025","14-16 March 2025","IEEE","IEEE Conferences"
"Implementation of Double SHA-256 in HLS for FPGA Using Real Bitcoin Blocks","B. V. S. Pinto; D. R. Melo; C. A. Zeferino; E. A. Bezerra; F. Viel","Laboratory of Embedded and Distributed Systems (LEDS), University of Vale do Itajaí, Brazil; Laboratory of Embedded and Distributed Systems (LEDS), University of Vale do Itajaí, Brazil; Laboratory of Embedded and Distributed Systems (LEDS), University of Vale do Itajaí, Brazil; Space Systems Research Laboratory (SpaceLab), Federal University of Santa Catarina, Brazil; Laboratory of Embedded and Distributed Systems (LEDS), University of Vale do Itajaí, Brazil",2025 17th Seminar on Power Electronics and Control (SEPOC),"23 Dec 2025","2025","","","1","7","The SHA-256 cryptographic algorithm plays a central role in the integrity and security of the Bitcoin blockchain, being applied twice consecutively in the process known as Double SHA-256. Despite its reliability, the algorithm demands significant computational power, which poses challenges for embedded systems with strict energy and performance constraints. This work aims to evaluate the feasibility of implementing Double SHA-256 in reconfigurable hardware using High-Level Synthesis (HLS) on commercial FPGA platforms. The architecture was developed as a custom IP core and integrated into bare-metal systems on the ZedBoard (Zynq-7000) and ZCU104 (Zynq UltraScale+ MPSoC) platforms, validating real blockchain blocks to ensure functional accuracy. Results showed that the ZCU104 achieved a performance of $319 \text{kH} / \mathrm{s}$ with an execution time of $3.1 \mu ~\mathrm{s}$ per hash, while the ZedBoard excelled in energy efficiency, delivering 29.625 hashes per watt. Both implementations utilized a single logic core, achieving low FPGA resource utilization. The proposed approach proved to be effective and energy-efficient, making it suitable for embedded applications requiring highperformance cryptography.","","979-8-3315-9352-0","10.1109/SEPOC67005.2025.11297699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11297699","SHA-256;Double Hashing;FPGA;High-Level Synthesis;Bitcoin;Blockchain;Embedded Systems","Program processors;Embedded systems;Heuristic algorithms;Bitcoin;Computer architecture;Throughput;Energy efficiency;Blockchains;IP networks;Field programmable gate arrays","","","","13","IEEE","23 Dec 2025","9-12 Nov. 2025","9-12 Nov. 2025","IEEE","IEEE Conferences"
"Early RTL Analysis for SCA Vulnerability in Fuzzy Extractors of Memory-Based PUF Enabled Devices","X. Lai; M. Jenihhin; G. Selimis; S. Goossens; R. Maes; K. Paul","Department of Computer Systems, Tallinn University of Technology, Estonia; Department of Computer Systems, Tallinn University of Technology, Estonia; Intrinsic ID, The Netherlands; Intrinsic ID, The Netherlands; Intrinsic ID, The Netherlands; Department of Computer Science & Engg, Indian Institute of Technology, Delhi, India",2020 IFIP/IEEE 28th International Conference on Very Large Scale Integration (VLSI-SOC),"10 Feb 2021","2020","","","16","21","Physical Unclonable Functions (PUFs) are gaining attention in the cryptography community because of the ability to efficiently harness the intrinsic variability in the manufacturing process. However, this means that they are noisy devices and require error correction mechanisms, e.g., by employing Fuzzy Extractors (FEs). Recent works demonstrated that applying FEs for error correction may enable new opportunities to break the PUFs if no countermeasures are taken. In this paper, we address an attack model on FEs hardware implementations and provide a solution for early identification of the timing Side-Channel Attack (SCA) vulnerabilities which can be exploited by physical fault injection. The significance of this work stems from the fact that FEs are an essential building block in the implementations of PUF-enabled devices. The information leaked through the timing side-channel during the error correction process can reveal the FE input data and thereby can endanger revealing secrets. Therefore, it is very important to identify the potential leakages early in the process during RTL design. Experimental results based on RTL analysis of several Bose-Chaudhuri-Hocquenghem (BCH) and Reed-Solomon decoders for PUF-enabled devices with FEs demonstrate the feasibility of the proposed methodology.","2324-8440","978-1-7281-5409-1","10.1109/VLSI-SOC46417.2020.9344071","EU(grant numbers:H2020); Regional Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9344071","timing side-channel attack;physical unclonable function;fuzzy extractor;fault-injection attack;error correction code;BCH;Reed-Solomon;RTL analysis","Reed-Solomon codes;Side-channel attacks;Very large scale integration;Physical unclonable function;Iron;Timing;Error correction","","5","","20","IEEE","10 Feb 2021","5-7 Oct. 2020","5-7 Oct. 2020","IEEE","IEEE Conferences"
"A Countermeasure Against Statistical Ineffective Fault Analysis","J. Breier; M. Khairallah; X. Hou; Y. Liu","School of Computer Science and Engineering, NTU, Singapore; School of Physical and Mathematical Sciences, NTU, Singapore; Physical Analysis and Cryptography Engineering Lab, NTU, Singapore; School of Computer Science and Engineering, NTU, Singapore",IEEE Transactions on Circuits and Systems II: Express Briefs,"25 Nov 2020","2020","67","12","3322","3326","Current state-of-the-art countermeasures against Fault Injection Attacks (FIA) provide good protection against analysis methods that require the differences in the correct and faulty ciphertext to derive the secret information, such as Differential Fault Analysis (DFA) or collision fault analysis. However, recent progress in Ineffective Fault Analysis (IFA) and Statistical IFA (SIFA) constitutes a real threat against cryptographic implementations. Such methods cannot be thwarted by standard FIA countermeasures that focus on detecting the change in the intermediate data. In this brief, we present a novel method based on error correcting codes that protects implementations against SIFA. We design a set of universal error-correcting gates that can be used for block cipher implementations. We analyze a hardware implementation of protected GIFT-64 and show that our method provides 100% protection against SIFA.","1558-3791","","10.1109/TCSII.2020.2989184","National Research Foundation (NRF) Singapore; Prime Ministers Office under its National Cyber-security Research and Development Program(grant numbers:NRF2014NCR-NCR001-30,NRF2018NCRNCR005-0001); National Research Foundation Singapore; National Satellite of Excellence in Trustworthy Software Systems under its Cybersecurity Research and Development Program(grant numbers:NRF2018NCR-NSOE003-0001); National Research Foundation Investigatorship Singapore(grant numbers:NRF-NRFI06-2020-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9075200","Fault injection attacks;ineffective fault analysis;countermeasures;error-correcting codes;SIFA","Circuit faults;Ciphers;Logic gates;Error correction codes;Linear codes","","18","","14","IEEE","21 Apr 2020","Dec. 2020","","IEEE","IEEE Journals"
"DOMREP–An Orthogonal Countermeasure for Arbitrary Order Side-Channel and Fault Attack Protection","M. Gruber; M. Probst; P. Karl; T. Schamberger; L. Tebelmann; M. Tempelmeier; G. Sigl","TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany; TUM Department of Electrical and Computer Engineering, Chair of Security in Information Technology, Technical University of Munich, Munich, Germany",IEEE Transactions on Information Forensics and Security,"2 Sep 2021","2021","16","","4321","4335","Protection against physical attacks is a major requirement for cryptographic implementations on devices which can be accessed by attackers. Side-channel and fault injection attacks are the most common types of physical attacks. In this work we present a novel generic solution for simultaneous protection against side-channel and fault attacks with arbitrary order. We combine domain oriented masking and repetition codes in an orthogonal way and call this approach DOMREP. The resistance against side-channel attacks and fault attacks can be scaled independently of each other, for the protection against higher-order side-channel analysis and the injection of multiple faults including SIFA. We develop the generic concept of orthogonal protection, and implement the DOMREP concept on GIMLI, a round two NIST LWC competition candidate, on a Xilinx Artix-7 FPGA. Our implementation of GIMLI is verified to be resistant against univariate first-order side-channel attacks by TVLA. The resistance against SIFA is verified by means of fault emulation of single as well as multiple bit faults. Our implementation of GIMLI achieves the expected security level according to these measurements. We also provide numbers for the area overhead for our protected implementation of GIMLI.","1556-6021","","10.1109/TIFS.2021.3089875","Bavarian Ministry of Economic Affairs, Regional Development and Energy in the Project Maßnahmen der IT-Sicherheit zur hochsicheren Hardware Industriealisierung (MITHRIL)(grant numbers:IUK-1903-0003//IUK623/002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9456951","Countermeasure;SCA;TVLA;SIFA;GIMLI","Cryptography;Resistance;Power demand;Electrical resistance measurement;Hardware;Error correction;Side-channel attacks","","15","","36","IEEE","16 Jun 2021","2021","","IEEE","IEEE Journals"
"Mitigating Power Supply Glitch based Fault Attacks with Fast All-Digital Clock Modulation Circuit","A. Singh; M. Kar; N. Chawla; S. Mukhopadhyay",Georgia Institute of Technology; Intel Labs; Georgia Institute of Technology; Georgia Institute of Technology,"2019 Design, Automation & Test in Europe Conference & Exhibition (DATE)","16 May 2019","2019","","","19","24","This paper experimentally demonstrates that an on-chip integrated fast all-digital clock modulation (F-ADCM) circuit can be used as a countermeasure against supply glitch and temperature variations-based fault injection attacks (FIA). The F-ADCM circuit modulates clock edges in presence of DC/transient supply glitches and temperature variations to ensure correct operation of the underlying cryptographic circuit. With a testchip manufactured in 130nm CMOS process, we first demonstrate an inexpensive methodology to conduct a fault attack on hardware implementation of a 128-bit advanced encryption standard (AES) engine using externally controlled supply glitches. Next, we show that with F-ADCM circuit, it is no longer possible to inject supply/temperature glitch-based faults even after 10 million encryptions across varying operating conditions. Moreover, in extreme operating conditions, the F-ADCM circuit doesn't generate any clock edges, leading to complete failure of the AES encryption, indicating no exploitable faults are present.","1558-1101","978-3-9819263-2-3","10.23919/DATE.2019.8715058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8715058","differential fault analysis;cryptography;advanced encryption standard;fault injection attack;supply glitch;clock modulation;error resilience;PVT variations","Circuit faults;Clocks;Timing;Modulation;Encryption;Voltage-controlled oscillators","","5","","19","","16 May 2019","25-29 March 2019","25-29 March 2019","IEEE","IEEE Conferences"
