"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XFNNFRTX","conferencePaper","2024","Zhang, Tianqi; Prakriya, Neha; Pinge, Sumukh; Cong, Jason; Rosing, Tajana","SpectraFlux: Harnessing the Flow of Multi-FPGA in Mass Spectrometry Clustering","Proceedings of the 61st ACM/IEEE Design Automation Conference","979-8-4007-0601-1","","10.1145/3649329.3657354","https://dl.acm.org/doi/10.1145/3649329.3657354","The identification and quantification of proteins through mass spectrometry (MS) are foundational to proteomics, offering insights into biological systems and disease states. However, current clustering tools struggle to process large-scale datasets. We propose SpectraFlux, a multiple FPGA-based architecture for accelerated mass spectrum clustering that outperforms existing CPU, GPU, and FPGA designs. It employs heterogeneous clustering kernels for adaptive bucket size management and optimizes memory usage by distinguishing between on-chip and high-bandwidth memory (HBM) storage solutions. SpectraFlux is built upon the TAPA-CS framework, which automatically compiles and partitions a large dataflow design across multiple chips with RDMA-based inter-FPGA communication. Our solution shows a 2.7X speed up on a quad-FPGA platform compared to a single FPGA. Additionally, we introduce a refined cost model for frame-based inter-FPGA communication to better accommodate the variable data rates inherent in proteomic data processing. This reduces the inter-FPGA data movement by up to 73%. Finally, SpectraFlux achieves speedups of up to 11X and 17X over SOTA FPGA and GPU accelerators, respectively.","2024-11-07","2026-04-14 14:54:38","2026-05-03 09:58:47","2026-04-14","1–6","","","","","","SpectraFlux","DAC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/JI8ADFS6/Zhang et al. - 2024 - SpectraFlux Harnessing the Flow of Multi-FPGA in Mass Spectrometry Clustering.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QTBHKG7","journalArticle","2025","Menon, Anand; Miftah, Samit; Kundu, Shamik; Kundu, Souvik; Srivastava, Amisha; Raha, Arnab; Sonnenschien, Gaberiel; Banerjee, Suvadeep; Mathaikutty, Deepak; Basu, Kanad","Enhancing Large Language Models for Hardware Verification: A Novel SystemVerilog Assertion Dataset","ACM Trans. Des. Autom. Electron. Syst.","","1084-4309","10.1145/3764934","https://dl.acm.org/doi/10.1145/3764934","Hardware verification is crucial in modern SoC design, consuming around 70% of development time. SystemVerilog assertions ensure correct functionality. However, existing industrial practices rely on manual efforts for assertion generation, which becomes increasingly untenable as hardware systems become complex. Recent research shows that Large Language Models (LLMs) can automate this process. However, proprietary SOTA models like GPT-4o often generate inaccurate assertions and require expensive licenses, while smaller open-source LLMs need fine-tuning to manage HDL code complexities. To address these issues, we introduce VERT, an open-source dataset designed to enhance SystemVerilog assertion generation using LLMs. VERT enables researchers in academia and industry to fine-tune open-source models, outperforming larger proprietary ones in both accuracy and efficiency while ensuring data privacy through local fine-tuning and eliminating costly licenses. The dataset is curated by systematically augmenting variables from open-source HDL repositories to generate synthetic code snippets paired with corresponding assertions. Experimental results demonstrate that fine-tuned models like Deepseek Coder 6.7B and Llama 3.1 8B outperform GPT-4o, achieving up to 96.88% improvement over base models and 24.14% over GPT-4o on platforms including OpenTitan, CVA6, OpenPiton, and Pulpissimo. VERT is available at https://github.com/AnandMenon12/VERT.","2025-08-30","2026-04-14 14:54:38","2026-05-03 10:18:18","2026-04-14 14:54:00","","","","","","","Enhancing Large Language Models for Hardware Verification","","","","","","","","","","","","ACM Digital Library","","Just Accepted","","/Users/mac/Zotero/storage/GEPVWMJ5/Menon et al. - 2025 - Enhancing Large Language Models for Hardware Verification A Novel SystemVerilog Assertion Dataset.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZCNYLZJ","journalArticle","2021","Lai, Yi-Hsiang; Ustun, Ecenur; Xiang, Shaojie; Fang, Zhenman; Rong, Hongbo; Zhang, Zhiru","Programming and Synthesis for Software-defined FPGA Acceleration: Status and Future Prospects","ACM Trans. Reconfigurable Technol. Syst.","","1936-7406","10.1145/3469660","https://dl.acm.org/doi/10.1145/3469660","FPGA-based accelerators are increasingly popular across a broad range of applications, because they offer massive parallelism, high energy efficiency, and great flexibility for customizations. However, difficulties in programming and integrating FPGAs have hindered their widespread adoption. Since the mid 2000s, there has been extensive research and development toward making FPGAs accessible to software-inclined developers, besides hardware specialists. Many programming models and automated synthesis tools, such as high-level synthesis, have been proposed to tackle this grand challenge. In this survey, we describe the progression and future prospects of the ongoing journey in significantly improving the software programmability of FPGAs. We first provide a taxonomy of the essential techniques for building a high-performance FPGA accelerator, which requires customizations of the compute engines, memory hierarchy, and data representations. We then summarize a rich spectrum of work on programming abstractions and optimizing compilers that provide different trade-offs between performance and productivity. Finally, we highlight several additional challenges and opportunities that deserve extra attention by the community to bring FPGA-based computing to the masses.","2021-09-13","2026-04-14 14:54:38","2026-05-03 10:18:05","2026-04-14 14:54:03","17:1–17:39","","4","14","","","Programming and Synthesis for Software-defined FPGA Acceleration","","","","","","","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/9KPHMEQG/Lai et al. - 2021 - Programming and Synthesis for Software-defined FPGA Acceleration Status and Future Prospects.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AY5S3L45","conferencePaper","2024","Li, Xing; Jiang, Xiaochong; Yang, Ye; Chen, Lilong; Wang, Yi; Wang, Chao; Xu, Chao; Lv, Yilong; Yang, Bowen; Wu, Taotao; Gao, Haifeng; Chen, Zikang; Qiao, Yisong; Ding, Hongwei; Dong, Yijian; Yang, Hang; Song, Jianming; Lu, Jianyuan; Zhang, Pengyu; Wei, Chengkun; Zhang, Zihui; Chen, Wenzhi; He, Qinming; Zhu, Shunmin","Triton: A Flexible Hardware Offloading Architecture for Accelerating Apsara vSwitch in Alibaba Cloud","Proceedings of the ACM SIGCOMM 2024 Conference","979-8-4007-0614-1","","10.1145/3651890.3672224","https://dl.acm.org/doi/10.1145/3651890.3672224","Apsara vSwitch (AVS) is a per-host deployed forwarding component for instance network connectivity in the Alibaba Cloud. To meet the growing performance demands, we accelerated AVS by adopting the most widely used ""Sep-path"" offloading architecture, which introduces a separate hardware data path to speed up popular traffic. However, the deployment results prove that it is difficult to bridge the gap in performance and programming flexibility of the software and hardware data paths, resulting in unpredictable performance and low iteration velocity.This paper introduces Triton, a flexible hardware offloading architecture for accelerating AVS. Triton stands out with a unified data path, where each packet passes serially through software and hardware processing to ensure predictable performance. For flexibility, Triton implements an elegant workload distribution model, which offloads generic tasks to hardware but maintains dynamic logic in software. Additionally, Triton integrates a series of cutting-edge software-hardware co-designs, including vector packet processing and header-payload slicing, to mitigate software bottlenecks and enhance forwarding efficiency. The deployment results compared to our prior solution based on ""Sep-path"" reveal that Triton achieves predictable high bandwidth and packet rate, and notably improves the connection establishment rate by 72%, with only 2μs increase in latency. More importantly, the flexibility and iteration velocity of the software in Triton will save development costs and bolster maintenance efficiency for cloud vendors.","2024-08-04","2026-04-14 14:54:38","2026-05-03 10:36:11","2026-04-14","750–763","","","","","","Triton","ACM SIGCOMM '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/L8WACZN7/Li et al. - 2024 - Triton A Flexible Hardware Offloading Architecture for Accelerating Apsara vSwitch in Alibaba Cloud.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9843AGZP","conferencePaper","2025","Fabrizio, Ginevra; Koning, Ralph; Lastdrager, Elmer; Schutijser, Caspar; Sperotto, Anna; van Rijswijk-Deij, Roland","PQC for DNSSEC: a format size analysis on Falcon signatures","Proceedings of the 2025 Applied Networking Research Workshop","979-8-4007-2009-3","","10.1145/3744200.3744767","https://dl.acm.org/doi/10.1145/3744200.3744767","Falcon is a post-quantum signature algorithm recently chosen for standardization by the National Institute of Standards and Technology (NIST). Its official implementation has two different signature formats that differ in size. In this paper, we measure the impact of the two different formats of Falcon signatures on DNSSEC-signed zones and on DNSSEC queries, based on real-world traffic for a large country-code Top Level Domain (ccTLD). We take into consideration Falcon's two signature formats, called padded and compressed, and evaluate their effects on DNSSEC signature sizes. We provide a signature size distribution for each format, using data obtained from a DNSSEC-signed ccTLD zone and queries for this zone. We use the results to study whether there are advantages to choosing one of the two signature formats. Our results show that the difference in DNS message size between padded and compressed signatures is small. Therefore, while in theory smaller signatures are favorable, the use of the compressed signature format does not have tangible real-world benefits. As our results show, the use of compressed signatures does not lead to a significant shift in message size such that more DNSSEC answers would fit within MTU limits. These results provide useful input for the discussion on Falcon signature standardization in DNSSEC, concluding that standardization of a fixed-size padded format may be preferable for its predictability and to avoid potential implementation errors.","2025-07-22","2026-04-14 14:54:38","2026-05-03 10:14:52","2026-04-14","143–149","","","","","","PQC for DNSSEC","ANRW '25","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","<p>Export Date: 02 May 2026; Cited By: 1</p>","/Users/mac/Zotero/storage/ZV6BT5RM/Fabrizio et al. - 2025 - PQC for DNSSEC a format size analysis on Falcon signatures.pdf","","Authentication; Falcon; Network security; Post quantum cryptography; Quantum cryptography; Electronic document identification systems; Post quantum; Quantum signature; Digital Signatures; Post-Quantum Cryptography; National Institute of Standards and Technology; Standardization; Real-world; DNSSEC; Signature algorithms; Computation theory; Size analysis; Top level domains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9PHIN6W","journalArticle","2022","Cong, Jason; Lau, Jason; Liu, Gai; Neuendorffer, Stephen; Pan, Peichen; Vissers, Kees; Zhang, Zhiru","FPGA HLS Today: Successes, Challenges, and Opportunities","ACM Trans. Reconfigurable Technol. Syst.","","1936-7406","10.1145/3530775","https://dl.acm.org/doi/10.1145/3530775","The year 2011 marked an important transition for FPGA high-level synthesis (HLS), as it went from prototyping to deployment. A decade later, in this article, we assess the progress of the deployment of HLS technology and highlight the successes in several application domains, including deep learning, video transcoding, graph processing, and genome sequencing. We also discuss the challenges faced by today’s HLS technology and the opportunities for further research and development, especially in the areas of achieving high clock frequency, coping with complex pragmas and system integration, legacy code transformation, building on open source HLS infrastructures, supporting domain-specific languages, and standardization. It is our hope that this article will inspire more research on FPGA HLS and bring it to a new height.","2022-08-08","2026-04-14 14:54:38","2026-05-03 10:06:15","2026-04-14 14:54:08","51:1–51:42","","4","15","","","FPGA HLS Today","","","","","","","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/QKT6P5TL/Cong et al. - 2022 - FPGA HLS Today Successes, Challenges, and Opportunities.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2PWRXMN","conferencePaper","2019","Wei, Xuechao; Liang, Yun; Zhang, Peng; Yu, Cody Hao; Cong, Jason","Overcoming Data Transfer Bottlenecks in DNN Accelerators via Layer-Conscious Memory Managment","Proceedings of the 2019 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays","978-1-4503-6137-8","","10.1145/3289602.3293947","https://doi.org/10.1145/3289602.3293947","Deep Neural Networks (DNNs) are rapidly evolving to satisfy the performance and accuracy requirements in many real world applications. The evolution renders DNNs more and more complex in terms of network topology, data sizes and layer types. Currently most state-of-the-art DNN accelerators adopt a uniform memory hierarchy (UMH) design methodology, which means that the data transferring of all convolutional and fully connected layers must go through the same memory levels. Unfortunately, for some layers, the performance is always bounded by off-chip memory transferring. It is caused by the saturating of data reuse happening in on-chip buffers, resulting in underutilization of on-chip memory. To address this issue, we propose a layer-conscious memory hierarchy (LCMH) methodology for DNN accelerators. LCMH could determine the memory levels of all the layers according to their requirements for off-chip memory bandwidth and on-chip buffer size for the data sources. As a result, the off-chip memory footprints of memory bounded layers could be avoided by keeping the data of them on chip. In addition, we provide architectural support for the accelerators equipped with LCMH. Experimental results show that designs with layer- conscious memory management could achieve up to 36% speedup compared with the designs wth UMH and 5% improvement over state-of-the-art designs.","2019-02-20","2026-04-14 14:54:38","2026-05-03 10:04:28","2026-04-14","120","","","","","","","FPGA '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3389E6W7","conferencePaper","2023","Pfandzelter, Tobias; Dhakal, Aditya; Frachtenberg, Eitan; Chalamalasetti, Sai Rahul; Emmot, Darel; Hogade, Ninad; Enriquez, Rolando Pablo Hong; Rattihalli, Gourav; Bermbach, David; Milojicic, Dejan","Kernel-as-a-Service: A Serverless Programming Model for Heterogeneous Hardware Accelerators","Proceedings of the 24th International Middleware Conference","979-8-4007-0177-1","","10.1145/3590140.3629115","https://dl.acm.org/doi/10.1145/3590140.3629115","With the slowing of Moore's law and decline of Dennard scaling, computing systems increasingly rely on specialized hardware accelerators in addition to general-purpose compute units. Increased hardware heterogeneity necessitates disaggregating applications into workflows of fine-grained tasks that run on a diverse set of CPUs and accelerators. Current accelerator delivery models cannot support such applications efficiently, as (1) the overhead of managing accelerators erases performance benefits for fine-grained tasks; (2) exclusive accelerator use per task leads to underutilization; and (3) specialization increases complexity for developers.We propose adopting concepts from Function-as-a-Service (FaaS), which has solved these challenges for general-purpose CPUs in cloud computing. Kernel-as-a-Service (KaaS) is a novel serverless programming model for generic compute accelerators that aids heterogeneous workflows by combining the ease-of-use of higher-level abstractions with the performance of low-level hand-tuned code. We evaluate KaaS with a focus on the breadth of the idea and its generality to diverse architectures rather than on an in-depth implementation for a single accelerator. Using proof-of-concept prototypes, we show that this programming model provides performance, performance efficiency, and ease-of-use benefits across a diverse range of compute accelerators. Despite increased levels of abstraction, when compared to a naive accelerator implementation, KaaS reduces completion times for fine-grained tasks by up to 96.0% (GPU), 68.4% (FPGA), 98.6% (TPU), and 34.9% (QPU) in our experiments.","2023-11-27","2026-04-14 14:54:38","2026-05-03 10:21:08","2026-04-14","192–206","","","","","","Kernel-as-a-Service","Middleware '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/Y955SASB/Pfandzelter et al. - 2023 - Kernel-as-a-Service A Serverless Programming Model for Heterogeneous Hardware Accelerators.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Q38H9QC","conferencePaper","2018","Kachris, Christoforos; Soudris, Dimitrios; Mavridis, Stelios; Pavlidakis, Manolis; Symeonidou, Christi; Kozanitis, Christos; Bilas, Angelos; Fenacci, Damon; Bogaraju, Sharatchandra Varma; Vandierendonck, Hans; Nikolopoulos, Dimitrios S.","The VINEYARD integrated framework for hardware accelerators in the cloud","Proceedings of the 18th International Conference on Embedded Computer Systems: Architectures, Modeling, and Simulation","978-1-4503-6494-2","","10.1145/3229631.3236093","https://dl.acm.org/doi/10.1145/3229631.3236093","Emerging cloud applications like machine learning, AI and big data analytics required high performance computing systems that can sustain the increased amount of data processing without consuming excessive power. Towards this end, many cloud operators have started deploying hardware accelerators, like FPGAs, to increase the performance of computational intensive tasks but increasing the programming complexity to utilize these accelerators. VINEYARD has developed an efficient framework that allows the seamless deployment and utilization of hardware accelerators in the cloud without increasing the programming complexity and offering the flexibility of software packages. This paper presents the main components that have been developed in this framework such as the runtime system, the virtualization and the central acceleratorsâĂŹ repository. The proposed platform has been demonstrated into 2 real use cases; neurocomputing applications and machine learning algorithms. The performance evaluation shows that the proposed scheme can achieve up to 25x speedup without increasing the programming complexity of these applications and it also demonstrates how it can be used for large suite of applications.","2018-07-15","2026-04-14 14:54:38","2026-05-03 10:16:52","2026-04-14","236–243","","","","","","","SAMOS '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/72DAMHAD/Kachris et al. - 2018 - The VINEYARD integrated framework for hardware accelerators in the cloud.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNHPDGM5","conferencePaper","2024","Park, Youngsuk; Budhathoki, Kailash; Chen, Liangfu; Kübler, Jonas M.; Huang, Jiaji; Kleindessner, Matthäus; Huan, Jun; Cevher, Volkan; Wang, Yida; Karypis, George","Inference Optimization of Foundation Models on AI Accelerators","Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","979-8-4007-0490-1","","10.1145/3637528.3671465","https://dl.acm.org/doi/10.1145/3637528.3671465","Powerful foundation models, including large language models (LLMs), with Transformer architectures have ushered in a new era of Generative AI across various industries. Industry and research community have witnessed a large number of new applications, based on those foundation models. Such applications include question and answer, customer services, image and video generation, and code completions, among others. However, as the number of model parameters reaches to hundreds of billions, their deployment incurs prohibitive inference costs and high latency in real-world scenarios. As a result, the demand for cost-effective and fast inference using AI accelerators is ever more higher. To this end, our tutorial offers a comprehensive discussion on complementary inference optimization techniques using AI accelerators. Beginning with an overview of basic Transformer architectures and deep learning system frameworks, we deep dive into system optimization techniques for fast and memory-efficient attention computations and discuss how they can be implemented efficiently on AI accelerators. Next, we describe architectural elements that are key for fast transformer inference. Finally, we examine various model compression and fast decoding strategies in the same context.","2024-08-24","2026-04-14 14:54:38","2026-05-03 10:21:18","2026-04-14","6605–6615","","","","","","","KDD '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/3ZSZ3PCB/Park et al. - 2024 - Inference Optimization of Foundation Models on AI Accelerators.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYRWU3Y8","conferencePaper","2021","Ricci, Sara; Malina, Lukas; Jedlicka, Petr; Smékal, David; Hajny, Jan; Cibik, Peter; Dzurenda, Petr; Dobias, Patrik","Implementing CRYSTALS-Dilithium Signature Scheme on FPGAs","Proceedings of the 16th International Conference on Availability, Reliability and Security","978-1-4503-9051-4","","10.1145/3465481.3465756","https://dl.acm.org/doi/10.1145/3465481.3465756","In July 2020, the lattice-based CRYSTALS-Dilithium digital signature scheme has been chosen as one of the three third-round finalists in the post-quantum cryptography standardization process by the National Institute of Standards and Technology (NIST). In this work, we present the first Very High Speed Integrated Circuit Hardware Description Language (VHDL) implementation of the CRYSTALS-Dilithium signature scheme for Field-Programmable Gate Arrays (FPGAs). Due to our parallelization-based design requiring only low numbers of cycles, running at high frequency and using reasonable amount of hardware resources on FPGA, our implementation is able to sign 15832 messages per second and verify 10524 signatures per second. In particular, the signing algorithm requires 68461 Look-Up Tables (LUTs), 86295 Flip-Flops (FFs), and the verification algorithm takes 61738 LUTs and 34963 FFs on Virtex 7 UltraScale+ FPGAs. In this article, experimental results for each Dilithium security level are provided and our VHDL-based implementation is compared with related High-Level Synthesis (HLS)-based implementations. Our solution is ca 114 times faster (in the signing algorithm) and requires less hardware resources.","2021-08-17","2026-04-14 14:54:38","2026-05-03 10:21:29","2026-04-14","1–11","","","","","","","ARES '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/XPDYHS6T/Ricci et al. - 2021 - Implementing CRYSTALS-Dilithium Signature Scheme on FPGAs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74VBJJIB","conferencePaper","2018","Cong, Jason; Wei, Peng; Yu, Cody Hao; Zhang, Peng","Automated accelerator generation and optimization with composable, parallel and pipeline architecture","Proceedings of the 55th Annual Design Automation Conference","978-1-4503-5700-5","","10.1145/3195970.3195999","https://dl.acm.org/doi/10.1145/3195970.3195999","CPU-FPGA heterogeneous architectures feature flexible acceleration of many workloads to advance computational capabilities and energy efficiency in today's datacenters. This advantage, however, is often overshadowed by the poor programmability of FPGAs. Although recent advances in high-level synthesis (HLS) significantly improve the FPGA programmability, it still leaves programmers facing the challenge of identifying the optimal design configuration in a tremendous design space. In this paper we propose the composable, parallel and pipeline (CPP) microarchitecture as an accelerator design template to substantially reduce the design space. Also, by introducing the CPP analytical model to capture the performance-resource trade-offs, we achieve efficient, analytical-based design space exploration. Furthermore, we develop the AutoAccel framework to automate the entire accelerator generation process. Our experiments show that the AutoAccel-generated accelerators outperform their corresponding software implementations by an average of 72x for a broad class of computation kernels.","2018-06-24","2026-04-14 14:54:38","2026-05-03 09:48:54","2026-04-14","1–6","","","","","","","DAC '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/mac/Zotero/storage/WUQBMKRG/Cong et al. - 2018 - Automated accelerator generation and optimization with composable, parallel and pipeline architectur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
